Data File	C:\Users\Luscombe-G\Documents\GPC Data\04102019 New THF Calibration\2019-04-11_14;28;13_TolH_P3HT_DP240_JO_01.vdt
Sample ID	TolH P3HT DP240 JO
Method File Name	THF PS Conv Calibration-0007.vcm
Date Acquired	Apr 11, 2019 - 14:28:13
Solvent	THF
Operator	admin : Administrator
Column Set	GMHxl
System	System 1
Flow Rate (ml/min)	 1.000
Inj. Vol. (ul)	100.000
Vol. Inc. (ml)	0.00333
Det. Temp (Deg C)	22.000
Col. Temp (Deg C)	40.000

Ret. Vol.	RI	UV	RALS	LALS	IV - DP	IV -  IP	Adjusted RI	Adjusted UV	Adjusted RALS	Adjusted LALS	Adjusted IV - DP	Adjusted IV -  IP
7.98667	 3.128	-13.581	110.263	84.994	-354.488	16.30238						
7.99000	 3.204	-16.999	110.294	84.994	-354.472	16.30177						
7.99333	 3.052	-13.649	110.263	84.964	-354.549	16.30054						
7.99667	 3.082	-10.231	110.340	84.956	-354.610	16.29994						
8.00000	 3.159	-6.813	110.309	84.867	-354.595	16.29994						
8.00333	 3.098	-3.395	110.324	84.841	-354.625	16.29994						
8.00667	 3.098	-0.023	110.279	84.943	-354.656	16.29933						
8.01000	 3.220	-3.441	110.294	84.892	-354.671	16.29872						
8.01333	 3.128	-6.859	110.324	84.892	-354.717	16.29872						
8.01667	 3.098	-10.277	110.340	85.013	-354.747	16.29994						
8.02000	 3.189	-13.695	110.340	84.956	-354.793	16.30055						
8.02333	 3.159	-16.954	110.477	84.689	-354.839	16.30055						
8.02667	 3.143	-13.536	110.446	85.204	-354.823	16.30055						
8.03000	 3.204	-10.118	110.370	85.070	-354.793	16.30116						
8.03333	 3.174	-6.700	110.355	84.918	-354.762	16.30177						
8.03667	 3.128	-3.282	110.324	84.708	-354.732	16.30116						
8.04000	 3.204	 0.000	110.187	84.750	-354.747	16.29994						
8.04333	 3.189	 0.000	110.202	84.735	-354.747	16.29994						
8.04667	 3.174	 0.000	110.202	84.872	-354.717	16.30116						
8.05000	 3.204	 0.000	110.218	84.933	-354.732	16.30177						
8.05333	 3.174	 0.000	110.233	84.979	-354.747	16.30177						
8.05667	 3.082	 0.000	110.248	84.918	-354.671	16.30238						
8.06000	 3.159	 0.000	110.279	84.964	-354.610	16.30360						
8.06333	 3.174	 0.000	110.294	84.918	-354.595	16.30482						
8.06667	 3.174	 0.000	110.263	85.009	-354.579	16.30604						
8.07000	 3.220	 0.000	110.248	85.025	-354.595	16.30604						
8.07333	 3.235	-0.250	110.355	85.128	-354.656	16.30604						
8.07667	 3.113	-3.668	110.324	85.070	-354.762	16.30665						
8.08000	 3.159	-7.086	110.309	85.045	-354.839	16.30726						
8.08333	 3.159	-10.504	110.340	84.994	-354.793	16.30665						
8.08667	 3.128	-13.922	110.401	85.223	-354.732	16.30604						
8.09000	 3.174	-16.727	110.355	85.261	-354.732	16.30604						
8.09333	 3.204	-13.309	110.340	85.116	-354.640	16.30787						
8.09667	 3.082	-9.891	110.355	84.975	-354.610	16.30848						
8.10000	 3.098	-6.473	110.324	84.880	-354.732	16.30848						
8.10333	 3.128	-3.055	110.431	84.880	-354.778	16.30848						
8.10667	 3.082	 0.378	110.416	84.714	-354.747	16.30909						
8.11000	 3.113	 3.936	110.446	84.943	-354.778	16.30909						
8.11333	 3.159	 7.493	110.538	84.994	-354.778	16.30909						
8.11667	 3.082	11.051	110.569	84.994	-354.762	16.30726						
8.12000	 3.098	14.609	110.385	84.937	-354.732	16.30665						
8.12333	 3.128	17.729	110.340	84.918	-354.701	16.30665						
8.12667	 3.113	17.729	110.340	84.948	-354.686	16.30665						
8.13000	 3.143	17.729	110.294	85.070	-354.656	16.30482						
8.13333	 3.189	17.729	110.279	85.086	-354.610	16.30360						
8.13667	 3.159	17.729	110.340	85.086	-354.625	16.30238						
8.14000	 3.143	17.232	110.340	85.070	-354.656	16.30177						
8.14333	 3.159	13.675	110.355	84.979	-354.701	16.29994						
8.14667	 3.174	10.117	110.324	84.841	-354.778	16.29872						
8.15000	 3.174	 6.560	110.324	84.956	-354.823	16.29811						
8.15333	 3.174	 3.002	110.309	85.032	-354.839	16.29811						
8.15667	 3.189	 0.000	110.324	85.013	-354.854	16.29872						
8.16000	 3.143	 0.000	110.294	85.013	-354.823	16.29872						
8.16333	 3.128	 0.000	110.309	84.979	-354.778	16.29749						
8.16667	 3.159	 0.000	110.416	84.880	-354.747	16.29688						
8.17000	 3.159	 0.000	110.416	84.956	-354.701	16.29749						
8.17333	 3.128	 0.000	110.385	85.162	-354.625	16.29749						
8.17667	 3.174	 0.000	110.401	84.956	-354.625	16.29688						
8.18000	 3.113	 0.000	110.401	84.956	-354.640	16.29688						
8.18333	 3.098	 0.000	110.294	84.918	-354.656	16.29749						
8.18667	 3.128	 0.000	110.294	84.872	-354.701	16.29811						
8.19000	 3.113	 0.000	110.340	84.964	-354.778	16.29811						
8.19333	 3.082	 0.000	110.355	85.086	-354.808	16.29749						
8.19667	 3.143	 0.000	110.370	85.116	-354.793	16.29749						
8.20000	 3.067	 0.000	110.355	85.116	-354.747	16.29811						
8.20333	 3.052	 0.000	110.324	85.040	-354.762	16.29872						
8.20667	 3.128	-0.704	110.294	84.948	-354.778	16.29872						
8.21000	 3.128	-4.122	110.263	84.933	-354.747	16.29811						
8.21333	 3.113	-7.540	110.218	84.979	-354.747	16.29811						
8.21667	 3.189	-10.958	110.233	84.948	-354.762	16.29872						
8.22000	 3.113	-14.376	110.294	84.994	-354.747	16.29933						
8.22333	 3.082	-16.273	110.294	84.994	-354.762	16.29872						
8.22667	 3.143	-12.854	110.309	85.009	-354.762	16.29872						
8.23000	 3.143	-9.436	110.294	85.040	-354.701	16.29872						
8.23333	 3.128	-6.018	110.370	85.147	-354.701	16.29872						
8.23667	 3.204	-2.600	110.477	85.198	-354.686	16.29811						
8.24000	 3.128	 0.851	110.523	85.172	-354.671	16.29749						
8.24333	 3.098	 4.409	110.523	85.045	-354.717	16.29627						
8.24667	 3.128	 7.966	110.538	84.867	-354.762	16.29688						
8.25000	 3.113	11.524	110.492	85.032	-354.762	16.29749						
8.25333	 3.098	15.081	110.355	85.040	-354.823	16.29688						
8.25667	 3.159	16.819	110.294	85.025	-354.854	16.29566						
8.26000	 3.113	13.261	110.294	84.994	-354.854	16.29627						
8.26333	 3.082	 9.704	110.263	84.979	-354.884	16.29688						
8.26667	 3.128	 6.146	110.233	84.841	-354.884	16.29749						
8.27000	 3.143	 2.588	110.248	84.784	-354.869	16.29749						
8.27333	 3.159	 0.000	110.233	84.918	-354.854	16.29811						
8.27667	 3.204	 0.000	110.187	84.918	-354.793	16.29933						
8.28000	 3.204	 0.000	110.248	85.116	-354.793	16.29994						
8.28333	 3.174	 0.000	110.218	85.101	-354.854	16.29933						
8.28667	 3.189	 0.000	110.187	84.948	-354.854	16.29872						
8.29000	 3.204	 1.028	110.340	84.861	-354.839	16.29810						
8.29333	 3.189	 4.586	110.370	85.032	-354.884	16.29810						
8.29667	 3.174	 8.143	110.370	85.032	-354.884	16.29810						
8.30000	 3.189	11.701	110.401	85.032	-354.869	16.29749						
8.30333	 3.113	15.259	110.385	84.994	-354.854	16.29688						
8.30667	 3.098	14.591	110.294	84.964	-354.854	16.29749						
8.31000	 3.143	 4.327	110.279	84.826	-354.854	16.29811						
8.31333	 3.174	-5.938	110.233	84.902	-354.839	16.29811						
8.31667	 3.143	-16.202	110.248	84.979	-354.823	16.29811						
8.32000	 3.189	-26.467	110.248	84.979	-354.839	16.29749						
8.32333	 3.189	-31.262	110.233	85.009	-354.793	16.29749						
8.32667	 3.128	-24.555	110.263	85.040	-354.778	16.29749						
8.33000	 3.159	-17.848	110.279	84.964	-354.823	16.29688						
8.33333	 3.204	-11.141	110.248	84.994	-354.884	16.29505						
8.33667	 3.174	-4.434	110.340	85.101	-354.900	16.29444						
8.34000	 3.159	 0.000	110.340	85.101	-354.930	16.29444						
8.34333	 3.189	 0.000	110.370	85.055	-354.930	16.29444						
8.34667	 3.082	 0.000	110.355	85.009	-354.884	16.29383						
8.35000	 3.098	 0.000	110.370	84.902	-354.823	16.29322						
8.35333	 3.159	 0.000	110.279	84.857	-354.793	16.29322						
8.35667	 3.128	-1.215	110.267	84.822	-354.823	16.29383						
8.36000	 3.128	-4.633	110.343	84.867	-354.854	16.29383						
8.36333	 3.220	-8.051	110.382	84.791	-354.900	16.29322						
8.36667	 3.098	-11.469	110.401	84.765	-354.900	16.29322						
8.37000	 3.113	-14.887	110.496	84.714	-354.869	16.29444						
8.37333	 3.174	-14.438	110.446	84.765	-354.839	16.29505						
8.37667	 3.128	-7.462	110.355	84.841	-354.869	16.29444						
8.38000	 3.113	-0.487	110.324	85.009	-354.884	16.29383						
8.38333	 3.204	 6.489	110.340	85.009	-354.839	16.29383						
8.38667	 3.113	13.465	110.279	84.964	-354.823	16.29383						
8.39000	 3.098	16.346	110.263	84.902	-354.793	16.29322						
8.39333	 3.189	12.788	110.309	84.918	-354.747	16.29200						
8.39667	 3.174	 9.231	110.355	84.872	-354.747	16.29078						
8.40000	 3.159	 5.673	110.294	84.964	-354.793	16.29017						
8.40333	 3.220	 2.116	110.279	85.025	-354.839	16.29017						
8.40667	 3.189	-1.385	110.279	85.025	-354.869	16.28956						
8.41000	 3.082	-4.803	110.202	84.902	-354.839	16.28895						
8.41333	 3.128	-8.221	110.187	84.826	-354.808	16.28834						
8.41667	 3.143	-11.639	110.233	84.780	-354.854	16.28834						
8.42000	 3.128	-15.057	110.218	84.811	-354.884	16.28834						
8.42333	 3.174	-17.033	110.370	84.861	-354.976	16.28773						
8.42667	 3.220	-17.033	110.401	84.861	-355.068	16.28651						
8.43000	 3.159	-17.033	110.370	84.822	-355.052	16.28651						
8.43333	 3.159	-17.033	110.370	84.784	-355.007	16.28712						
8.43667	 3.189	-17.033	110.462	84.784	-355.007	16.28712						
8.44000	 3.159	-13.974	110.355	84.784	-354.930	16.28651						
8.44333	 3.189	-6.999	110.523	84.841	-354.869	16.28651						
8.44667	 3.204	-0.023	110.569	84.943	-354.823	16.28712						
8.45000	 3.174	 6.953	110.538	84.994	-354.808	16.28834						
8.45333	 3.113	13.928	110.477	84.816	-354.762	16.28834						
8.45667	 3.159	13.057	110.477	84.861	-354.732	16.28834						
8.46000	 3.143	 2.792	110.324	84.933	-354.717	16.28895						
8.46333	 3.128	-7.472	110.279	85.009	-354.762	16.29017						
8.46667	 3.159	-17.737	110.279	85.025	-354.747	16.29139						
8.47000	 3.174	-28.002	110.279	85.025	-354.778	16.29139						
8.47333	 3.067	-30.260	110.248	84.964	-354.839	16.29139						
8.47667	 3.098	-23.553	110.187	84.872	-354.808	16.29200						
8.48000	 3.128	-16.846	110.263	84.902	-354.778	16.29322						
8.48333	 3.098	-10.139	110.248	84.964	-354.823	16.29261						
8.48667	 3.143	-3.432	110.233	85.086	-354.808	16.29200						
8.49000	 3.189	 0.000	110.229	85.185	-354.747	16.29139						
8.49333	 3.113	 0.000	110.420	85.318	-354.747	16.29139						
8.49667	 3.113	 0.000	110.363	85.147	-354.747	16.29078						
8.50000	 3.174	 0.000	110.401	85.013	-354.732	16.29017						
8.50333	 3.159	 0.000	110.401	84.918	-354.808	16.28895						
8.50667	 3.189	-1.726	110.370	85.055	-354.900	16.28834						
8.51000	 3.235	-5.144	110.248	84.979	-354.946	16.28895						
8.51333	 3.220	-8.562	110.263	85.086	-354.976	16.28895						
8.51667	 3.128	-11.980	110.355	85.147	-354.961	16.28773						
8.52000	 3.143	-15.398	110.355	85.147	-354.930	16.28651						
8.52333	 3.143	-18.749	110.340	84.964	-354.854	16.28651						
8.52667	 3.143	-22.038	110.508	84.975	-354.808	16.28651						
8.53000	 3.159	-25.327	110.286	84.918	-354.854	16.28651						
8.53333	 3.189	-28.616	110.172	84.861	-354.884	16.28590						
8.53667	 3.159	-31.905	110.172	84.803	-354.808	16.28529						
8.54000	 3.143	-29.814	110.096	84.822	-354.793	16.28590						
8.54333	 3.143	-23.107	110.096	84.887	-354.839	16.28651						
8.54667	 3.159	-16.400	110.065	84.887	-354.823	16.28590						
8.55000	 3.174	-9.693	110.019	84.899	-354.823	16.28468						
8.55333	 3.174	-2.986	109.968	84.994	-354.854	16.28529						
8.55667	 3.174	-3.721	110.045	85.019	-354.884	16.28590						
8.56000	 3.128	-10.428	110.045	84.918	-354.930	16.28590						
8.56333	 3.098	-17.135	110.121	84.841	-354.946	16.28529						
8.56667	 3.143	-23.842	110.096	84.822	-354.961	16.28590						
8.57000	 3.159	-30.549	110.080	84.902	-354.961	16.28712						
8.57333	 3.143	-29.591	110.126	85.009	-354.915	16.28834						
8.57667	 3.189	-22.884	110.126	85.040	-354.869	16.28834						
8.58000	 3.204	-16.177	110.233	85.070	-354.854	16.28773						
8.58333	 3.082	-9.470	110.279	85.101	-354.778	16.28834						
8.58667	 3.113	-2.763	110.324	85.040	-354.762	16.28895						
8.59000	 3.174	 0.000	110.294	84.964	-354.839	16.28895						
8.59333	 3.128	 0.000	110.324	84.994	-354.900	16.28834						
8.59667	 3.113	 0.000	110.248	85.116	-354.915	16.28773						
8.60000	 3.204	 0.000	110.248	85.070	-354.946	16.28712						
8.60333	 3.143	 0.000	110.263	85.009	-354.915	16.28773						
8.60667	 3.082	 0.000	110.324	84.841	-354.915	16.28773						
8.61000	 3.174	 0.000	110.370	84.740	-354.900	16.28712						
8.61333	 3.189	 0.000	110.355	84.822	-354.854	16.28712						
8.61667	 3.159	 0.000	110.309	85.070	-354.823	16.28834						
8.62000	 3.189	 0.000	110.294	85.162	-354.884	16.28895						
8.62333	 3.204	 0.000	110.279	85.147	-354.884	16.28895						
8.62667	 3.128	 0.000	110.218	84.933	-354.854	16.28895						
8.63000	 3.143	 0.000	110.218	84.857	-354.869	16.28956						
8.63333	 3.189	 0.000	110.324	84.857	-354.869	16.29078						
8.63667	 3.189	 0.000	110.340	84.826	-354.808	16.29200						
8.64000	 3.189	-2.180	110.294	84.902	-354.793	16.29261						
8.64333	 3.204	-5.598	110.309	84.975	-354.839	16.29261						
8.64667	 3.174	-9.016	110.324	84.994	-354.854	16.29322						
8.65000	 3.143	-12.434	110.416	84.969	-354.900	16.29383						
8.65333	 3.113	-15.852	110.477	85.070	-354.991	16.29383						
8.65667	 3.143	-12.468	110.477	84.892	-355.022	16.29261						
8.66000	 3.174	-5.492	110.477	84.918	-354.946	16.29261						
8.66333	 3.159	 1.483	110.492	85.013	-354.884	16.29322						
8.66667	 3.174	 8.459	110.355	85.086	-354.900	16.29322						
8.67000	 3.204	15.434	110.294	84.979	-354.900	16.29200						
8.67333	 3.159	15.341	110.294	84.964	-354.869	16.29139						
8.67667	 3.082	11.784	110.294	84.933	-354.793	16.29139						
8.68000	 3.143	 8.226	110.248	84.841	-354.747	16.29200						
8.68333	 3.159	 4.669	110.233	84.708	-354.701	16.29261						
8.68667	 3.128	 1.111	110.263	84.880	-354.656	16.29261						
8.69000	 3.174	 2.447	110.279	85.070	-354.595	16.29261						
8.69333	 3.220	 6.004	110.340	85.070	-354.656	16.29322						
8.69667	 3.159	 9.562	110.340	85.208	-354.701	16.29383						
8.70000	 3.098	13.119	110.340	85.009	-354.732	16.29383						
8.70333	 3.159	16.677	110.340	84.948	-354.793	16.29322						
8.70667	 3.143	12.816	110.309	84.872	-354.839	16.29322						
8.71000	 3.143	 5.840	110.248	84.979	-354.869	16.29383						
8.71333	 3.159	-1.135	110.279	85.040	-354.915	16.29505						
8.71667	 3.189	-8.111	110.248	85.070	-354.930	16.29505						
8.72000	 3.143	-15.087	110.187	85.025	-354.884	16.29566						
8.72333	 3.098	-17.033	110.218	85.040	-354.884	16.29688						
8.72667	 3.143	-17.033	110.370	84.956	-354.839	16.29872						
8.73000	 3.189	-17.033	110.324	84.918	-354.823	16.29994						
8.73333	 3.159	-17.033	110.385	85.051	-354.762	16.29994						
8.73667	 3.174	-17.033	110.248	85.121	-354.686	16.29994						
8.74000	 3.235	-14.512	110.197	84.969	-354.640	16.30055						
8.74333	 3.143	-11.094	110.172	84.880	-354.640	16.30116						
8.74667	 3.113	-7.676	110.191	84.822	-354.640	16.29994						
8.75000	 3.189	-4.258	110.134	84.708	-354.686	16.29872						
8.75333	 3.174	-0.840	110.172	84.796	-354.732	16.29811						
8.75667	 3.143	 0.000	110.157	84.948	-354.686	16.29872						
8.76000	 3.204	 0.000	110.187	85.040	-354.686	16.29872						
8.76333	 3.189	 0.000	110.187	85.070	-354.732	16.29811						
8.76667	 3.082	 0.000	110.187	85.070	-354.732	16.29749						
8.77000	 3.128	 0.000	110.141	84.994	-354.732	16.29749						
8.77333	 3.159	 0.000	110.157	84.918	-354.823	16.29688						
8.77667	 3.143	 0.000	110.157	84.979	-354.854	16.29566						
8.78000	 3.174	 0.000	110.172	85.013	-354.808	16.29444						
8.78333	 3.235	 0.000	110.187	85.013	-354.762	16.29383						
8.78667	 3.174	 0.000	110.202	85.013	-354.762	16.29383						
8.79000	 3.113	 0.000	110.248	84.937	-354.778	16.29444						
8.79333	 3.128	 0.000	110.294	84.861	-354.839	16.29383						
8.79667	 3.128	 0.000	110.294	84.857	-354.854	16.29322						
8.80000	 3.143	 0.000	110.324	84.979	-354.869	16.29322						
8.80333	 3.159	 0.000	110.355	85.131	-354.869	16.29383						
8.80667	 3.204	 0.000	110.340	85.238	-354.854	16.29383						
8.81000	 3.204	 0.000	110.279	84.867	-354.762	16.29322						
8.81333	 3.113	 0.000	110.263	84.867	-354.701	16.29261						
8.81667	 3.143	 0.000	110.187	84.979	-354.717	16.29322						
8.82000	 3.189	 0.000	110.126	84.872	-354.732	16.29383						
8.82333	 3.143	-5.504	110.141	84.887	-354.686	16.29383						
8.82667	 3.143	-12.211	110.157	85.070	-354.717	16.29383						
8.83000	 3.220	-18.918	110.157	85.055	-354.778	16.29383						
8.83333	 3.143	-25.625	110.172	85.070	-354.762	16.29444						
8.83667	 3.098	-32.332	110.218	85.040	-354.747	16.29505						
8.84000	 3.189	-27.809	110.187	84.979	-354.808	16.29444						
8.84333	 3.189	-21.102	110.233	84.902	-354.854	16.29383						
8.84667	 3.143	-14.394	110.202	85.025	-354.854	16.29444						
8.85000	 3.204	-7.687	110.248	85.131	-354.869	16.29566						
8.85333	 3.189	-0.980	110.248	85.253	-354.869	16.29627						
8.85667	 3.128	 0.000	110.267	85.238	-354.884	16.29627						
8.86000	 3.128	 0.000	110.172	85.192	-354.823	16.29627						
8.86333	 3.189	 0.000	110.210	85.101	-354.762	16.29749						
8.86667	 3.189	 0.000	110.134	85.055	-354.747	16.29810						
8.87000	 3.220	 0.000	110.218	85.116	-354.747	16.29810						
8.87333	 3.220	-2.975	110.202	85.162	-354.686	16.29810						
8.87667	 3.204	-6.393	110.233	85.147	-354.686	16.29872						
8.88000	 3.113	-9.811	110.248	84.956	-354.732	16.29994						
8.88333	 3.082	-13.229	110.305	84.892	-354.762	16.30116						
8.88667	 3.128	-16.647	110.229	84.937	-354.778	16.30116						
8.89000	 3.128	-17.033	110.248	84.956	-354.793	16.30055						
8.89333	 3.113	-17.033	110.210	85.070	-354.854	16.30055						
8.89667	 3.204	-17.033	110.172	85.108	-354.930	16.30055						
8.90000	 3.204	-17.033	110.248	85.070	-355.007	16.29994						
8.90333	 3.082	-17.033	110.233	84.994	-355.068	16.29872						
8.90667	 3.128	-17.033	110.233	84.902	-355.068	16.29872						
8.91000	 3.174	-17.033	110.279	84.826	-354.991	16.29933						
8.91333	 3.113	-17.033	110.279	84.872	-354.946	16.29994						
8.91667	 3.128	-17.033	110.233	84.933	-354.900	16.29994						
8.92000	 3.189	-17.033	110.248	84.933	-354.823	16.30055						
8.92333	 3.143	-13.888	110.279	84.948	-354.839	16.30055						
8.92667	 3.113	-10.470	110.309	84.918	-354.869	16.30116						
8.93000	 3.174	-7.052	110.309	84.811	-354.839	16.30116						
8.93333	 3.174	-3.634	110.279	84.750	-354.823	16.29933						
8.93667	 3.174	-0.216	110.279	84.872	-354.839	16.29749						
8.94000	 3.174	 0.000	110.263	84.887	-354.839	16.29688						
8.94333	 3.174	 0.000	110.202	84.857	-354.854	16.29688						
8.94667	 3.098	 0.000	110.187	84.841	-354.839	16.29566						
8.95000	 3.113	 0.000	110.202	84.796	-354.839	16.29505						
8.95333	 3.159	 0.000	110.191	84.670	-354.854	16.29444						
8.95667	 3.159	-3.259	110.134	84.765	-354.839	16.29505						
8.96000	 3.159	-6.677	110.210	84.937	-354.854	16.29505						
8.96333	 3.220	-10.095	110.229	84.956	-354.900	16.29444						
8.96667	 3.204	-13.513	110.153	84.937	-354.915	16.29322						
8.97000	 3.143	-16.931	110.141	84.872	-354.930	16.29261						
8.97333	 3.204	-17.033	110.141	84.750	-354.961	16.29261						
8.97667	 3.220	-17.033	110.080	84.735	-354.930	16.29139						
8.98000	 3.189	-17.033	110.096	84.872	-354.930	16.28956						
8.98333	 3.189	-17.033	110.141	84.948	-354.915	16.28773						
8.98667	 3.204	-17.033	110.157	85.025	-354.869	16.28712						
8.99000	 3.067	-10.150	110.141	85.025	-354.869	16.28651						
8.99333	 3.113	-3.175	110.157	84.948	-354.976	16.28529						
8.99667	 3.159	 3.801	110.126	84.857	-355.022	16.28345						
9.00000	 3.113	10.776	110.141	84.902	-355.068	16.28223						
9.00333	 3.128	17.706	110.157	84.933	-355.113	16.28162						
9.00667	 3.204	10.730	110.187	84.918	-355.159	16.28101						
9.01000	 3.067	 3.754	110.141	84.918	-355.159	16.28040						
9.01333	 3.067	-3.221	110.172	84.872	-355.144	16.27979						
9.01667	 3.128	-10.197	110.248	84.841	-355.068	16.28040						
9.02000	 3.113	-17.099	110.309	84.918	-355.052	16.28223						
9.02333	 3.128	-20.388	110.279	84.975	-355.007	16.28223						
9.02667	 3.204	-23.677	110.355	84.975	-354.961	16.28162						
9.03000	 3.174	-26.966	110.324	85.101	-354.946	16.28101						
9.03333	 3.113	-30.255	110.202	84.880	-354.991	16.28162						
9.03667	 3.143	-33.424	110.126	84.857	-355.068	16.28162						
9.04000	 3.159	-33.424	110.157	84.750	-355.129	16.28101						
9.04333	 3.143	-33.424	110.111	84.857	-355.113	16.28040						
9.04667	 3.143	-33.424	110.141	84.948	-355.083	16.28101						
9.05000	 3.189	-33.424	110.172	84.964	-355.052	16.28223						
9.05333	 3.159	-33.249	110.172	84.948	-355.007	16.28223						
9.05667	 3.128	-29.960	110.187	84.994	-355.007	16.28223						
9.06000	 3.189	-26.671	110.187	84.872	-355.037	16.28162						
9.06333	 3.220	-23.382	110.233	84.902	-355.098	16.28223						
9.06667	 3.204	-20.093	110.263	85.009	-355.144	16.28284						
9.07000	 3.235	-17.033	110.324	85.070	-355.174	16.28345						
9.07333	 3.235	-17.033	110.324	84.964	-355.144	16.28284						
9.07667	 3.128	-17.033	110.370	84.994	-355.098	16.28284						
9.08000	 3.159	-17.033	110.355	85.009	-355.083	16.28345						
9.08333	 3.189	-17.033	110.370	85.009	-355.098	16.28407						
9.08667	 3.113	-16.738	110.309	85.055	-355.037	16.28407						
9.09000	 3.143	-13.320	110.355	85.253	-355.007	16.28407						
9.09333	 3.204	-9.902	110.324	85.223	-354.991	16.28529						
9.09667	 3.067	-6.484	110.294	85.116	-354.991	16.28712						
9.10000	 3.067	-3.066	110.279	85.055	-354.976	16.28773						
9.10333	 3.143	-0.691	110.305	84.816	-354.991	16.28773						
9.10667	 3.098	-7.398	110.229	84.918	-355.007	16.28834						
9.11000	 3.128	-14.105	110.324	84.994	-355.037	16.28956						
9.11333	 3.220	-20.812	110.363	84.994	-355.007	16.29078						
9.11667	 3.189	-27.519	110.363	84.969	-354.961	16.29139						
9.12000	 3.159	-33.030	110.355	84.956	-354.961	16.29139						
9.12333	 3.204	-29.741	110.385	84.861	-354.976	16.29200						
9.12667	 3.204	-26.452	110.309	84.887	-354.946	16.29322						
9.13000	 3.189	-23.163	110.279	84.994	-354.884	16.29383						
9.13333	 3.189	-19.874	110.263	85.040	-354.884	16.29383						
9.13667	 3.189	-17.033	110.218	85.009	-354.915	16.29383						
9.14000	 3.113	-17.033	110.202	84.979	-354.915	16.29383						
9.14333	 3.098	-17.033	110.202	84.948	-354.961	16.29444						
9.14667	 3.128	-17.033	110.233	84.857	-355.022	16.29444						
9.15000	 3.128	-17.033	110.233	84.948	-355.098	16.29383						
9.15333	 3.128	-16.511	110.233	85.009	-355.129	16.29322						
9.15667	 3.189	-13.093	110.218	85.025	-355.144	16.29383						
9.16000	 3.143	-9.675	110.202	84.994	-355.098	16.29444						
9.16333	 3.113	-6.257	110.187	84.979	-355.144	16.29444						
9.16667	 3.159	-2.839	110.187	84.841	-355.129	16.29383						
9.17000	 3.159	-0.579	110.218	84.887	-355.052	16.29383						
9.17333	 3.128	-3.997	110.248	84.964	-355.007	16.29505						
9.17667	 3.159	-7.415	110.279	85.025	-355.007	16.29505						
9.18000	 3.174	-10.833	110.263	85.009	-354.961	16.29444						
9.18333	 3.113	-14.251	110.263	85.040	-354.915	16.29444						
9.18667	 3.159	-16.397	110.233	84.933	-354.915	16.29505						
9.19000	 3.204	-12.979	110.187	84.933	-354.900	16.29566						
9.19333	 3.204	-9.561	110.187	84.979	-354.900	16.29627						
9.19667	 3.220	-6.143	110.191	85.032	-354.884	16.29627						
9.20000	 3.250	-2.725	110.172	84.994	-354.839	16.29627						
9.20333	 3.128	 0.000	110.229	85.032	-354.778	16.29749						
9.20667	 3.143	 0.000	110.267	84.918	-354.732	16.29810						
9.21000	 3.189	 0.000	110.229	84.880	-354.717	16.29810						
9.21333	 3.143	 0.000	110.279	84.964	-354.732	16.29749						
9.21667	 3.159	 0.000	110.279	85.025	-354.778	16.29811						
9.22000	 3.250	 0.000	110.248	84.948	-354.839	16.29872						
9.22333	 3.159	 0.000	110.233	84.948	-354.930	16.29994						
9.22667	 3.113	 0.000	110.218	84.918	-355.007	16.29933						
9.23000	 3.189	 0.000	110.141	84.803	-355.037	16.29933						
9.23333	 3.159	 0.000	110.263	84.689	-355.022	16.29994						
9.23667	 3.143	-0.806	110.233	84.918	-354.961	16.30116						
9.24000	 3.204	-4.224	110.202	84.994	-354.930	16.30116						
9.24333	 3.204	-7.642	110.233	84.899	-354.915	16.30116						
9.24667	 3.082	-11.060	110.294	84.918	-354.869	16.30116						
9.25000	 3.128	-14.478	110.187	84.902	-354.854	16.30177						
9.25333	 3.159	-15.272	110.202	84.826	-354.854	16.30238						
9.25667	 3.143	-8.296	110.202	84.887	-354.884	16.30116						
9.26000	 3.174	-1.321	110.172	84.964	-354.869	16.30055						
9.26333	 3.235	 5.655	110.172	84.918	-354.808	16.30116						
9.26667	 3.143	12.630	110.187	84.887	-354.808	16.30177						
9.27000	 3.143	17.729	110.279	84.902	-354.915	16.30116						
9.27333	 3.159	17.729	110.355	84.841	-354.915	16.30055						
9.27667	 3.143	17.729	110.492	84.803	-354.884	16.29994						
9.28000	 3.159	17.729	110.477	84.841	-354.961	16.29994						
9.28333	 3.204	17.729	110.446	84.816	-354.976	16.30055						
9.28667	 3.174	15.736	110.385	84.740	-354.915	16.29994						
9.29000	 3.159	 8.760	110.309	84.689	-354.884	16.29872						
9.29333	 3.174	 1.785	110.309	84.784	-354.884	16.29749						
9.29667	 3.189	-5.191	110.355	84.933	-354.884	16.29688						
9.30000	 3.204	-12.167	110.355	85.025	-354.915	16.29566						
9.30333	 3.204	-17.033	110.355	85.025	-354.961	16.29383						
9.30667	 3.220	-17.033	110.385	84.994	-355.022	16.29261						
9.31000	 3.159	-17.033	110.248	84.948	-355.068	16.29261						
9.31333	 3.174	-17.033	110.263	84.826	-355.037	16.29322						
9.31667	 3.189	-17.033	110.279	84.796	-355.037	16.29322						
9.32000	 3.189	-15.943	110.248	84.887	-355.022	16.29322						
9.32333	 3.189	-12.525	110.294	85.009	-354.961	16.29322						
